row_index,hardware_name
6878,Control board
6882,miner
6886,internet connection
6887,computer
6889,Xylinx 7010
6890,Bitmain S9
6891,Heatbit One
6892,S17+
6893,PSU
6894,Bitmain S9
6895,Antminer
6896,Whatsminer
6897,M50
6898,Antminers
6899,Octotank 12
6900,Bitmain APW7
6901,R606
6902,Newpac
6904,miner
6905,psu
6906,Abu Dhabi's sovereign wealth fund
6907,server
6908,118/120Th/s units
6909,112/114Th/s unit
6910,M20
6911,M30s
6912,M50 units
6913,hashboard
6914,108/110Th/s units
6915,ABC asic miner
6916,Antminer U2
6917,Futrebit Apollo miner
6918,GekkoScience FS7 Compact
6919,S9
6920,Cloudflare DNS
6921,Router
6922,Avalon 1166PRO
6923,hashbords
6924,S19JPro
6925,Antminer S19j Pro+
6926,data center offline backup
6927,golf cart batteries
6928,tesla powerwall
6929,Avalon Miner A1166 Pro-81T
6930,control board
6931,ASIC
6932,A721
6933,A741
6934,A6
6935,A841
6936,A941
6937,Avalon 1166PRO
6938,control board
6939,Apollo Btc miner
6940,Ubuntu 18.04 LTS
6941,Terminus R606
6942,GekkoScience NewPac
6943,Antminer XP
6944,Avalonminer a1246
6945,pumping mechanism
6946,miners
6947,pumps
6948,coolant tank
6949,Braiins OS
6950,S17PRO miner
6951,Braiins tollbox
6952,sd card
6953,M.2 card
6954,Apollo full node
6955,mining containers
6956,S19 Jpro+
6957,R909
6958,Python 3.9
6959,macOS Catalina
6960,s9k
6961,Canaan
6962,s19
6963,hashboard
6964,GekkoScience Compac F
6965,ASICs
6966,ASIC miner
6967,bfgminer
6968,Antminer S9
6969,Bitcoin Core
6970,ASIC
6971,mining rooms
6972,T30 phanteks
6975,Avalon A1246 miner
6976,a1246
6977,PC
6978,HDD
6979,s19
6980,m50
6981,silver rack
6983,3 ton ac
6985,36000 btu ac
6986,office pro 36
6987,Antminer
6988,power supply from a computer
6989,GekkoScience Terminus R808 Miner
6991,COMPAC
6992,2PAC
6993,CGMINER
6994,USB miner
6995,Asic miners
6996,Ghekko Science
6997,49ers
6998,2Pac
6999,motherboard
7000,power supply unit
7001,Canaan Avalon 1066
7002,control board
7003,hashboard
7004,S9
7005,S17
7006,T15
7007,S19
7008,1066
7009,S9s
7010,S15
7011,S17
7012,M10
7013,M30
7014,M50
7015,1166
7016,S19j pro+
7017,1246
7018,Antminer S19j pro +
7019,Gryphon mining company
7020,btc
7021,Leger
7022,S9
7023,Antminer
7024,radiator cabinet
7025,S5
7026,C1
7027,S17
7028,Antminer S19
7029,S7
7030,S15
7031,Raspberry pi
7032,Avalon 1041
7033,Antminer
7034,Avalon
7035,control board
7036,S19j Pro
7038,hashboard
7039,Antminer BHB42XXX
7040,miner
7041,Antminer S19 90T
7042,phantom 6TH miner
7043,Spondoolies
7044,P20 model
7046,Whatsminer P20 Power Supply
7047,S17
7048,S9
7049,solo.cksolo pool
7050,cgminer
7051,gpu
7052,Kano
7053,Antminer S19
7054,Bitfury
7055,Whatsminer
7056,Canaan
7057,Alpha Miner
7058,L3+
7061,wifi
7062,E9 Pro
7063,Antminer E9 Pro
7064,L6-20r outlet
7065,s9
7066,m10
7067,m50
7068,T17
7069,m30
7070,S17
7071,USB Compac F
7072,Gekkoscience's ASICs
7073,LT5
7074,Braiins OS/ASIC.to
7076,stock firmware
7077,hiveos
7078,Antminer S9
7079,hiveos 1.02@191120
7080,Antminer
7082,MicroBT
7083,FMS software
7084,Avalon 1166 Pro 81TH
7085,Control Board
7087,PSU
7088,S9i
7090,Wiring
7091,Control Board
7092,PSU
7093,Avalon 1166 Pro 81T
7094,Antminer S19
7095,Antminer S19 pro 110Th
7096,Bitmain S19 Pro
7097,S19
7098,repair guy
7099,gear supply
7100,CoolTank 75KW
7101,Antminer 19 series
7102,kias
7103,AvalonMiner 1166Pro 81
7104,loaders
7105,data centers
7106,gear
7107,avalon 1166pro
7108,CPU cooler
7109,power supply
7110,USB thumbdrive
7111,GPU risers
7112,solar power
7113,solar panels
7114,power plants
7115,S19 pro 100th
7116,Innosilicon T2T-30T
7118,Innosilicon T2T-26T
7119,Binance Pool
7120,low power CPU
7121,miners
7122,firmware
7123,T17+
7124,S17+
7125,miners
7126,AC
7127,AC units
7128,miners
7129,AC units
7130,split AC
7131,raspberry pi zero
7132,GekkoScience Compac F
7133,hydroelectricity
7134,iPolloMiner
7135,doors
7136,Antminer E9 Pro
7137,ac vent
7138,GekkoScience R909
7139,AMLOGIC CB
7140,epic umc control board
7141,S19J Pro+
7142,s17 pro
7143,Bitmain L3+
7144,Whatsminer M10
7145,antminer hydro x19s
7146,Avalon
7147,s19j pro
7148,s19pro
7150,ps7-slcr
7151,L2C
7152,nr_irqs
7153,hashboard
7154,100T
7155,BM1362
7156,104T
7157,ASICs
7158,water curtain
7159,mining box
7160,hessaire swamp cooler
7161,Nerdminers
7162,GUI
7163,Bitmaker
7164,Bitmain Antminer
7165,ASIC
7166,Compac F
7167,micro bt
7168,miner
7169,power supply
7170,Bitcoin Merch Mars Lander
7171,PC
7172,raspi
7173,farm proxy
7174,ASICs
7175,Braiins OS+
7176,Bitmain Antminer S19 Pro 110TH
7177,bitmain s19
7178,FGPAs
7179,GPU
7180,antminers
7181,GekkoScience Compac F
7184,S9s
7185,GekkoScience Compac Fs
7186,WSL Ubuntu
7187,Windows 11
7188,miners
7189,Bitmain Antminer
7190,Asic
7191,BM1397AF
7192,BM1397AH
7194,BM1397AI
7195,BM1397AD
7196,Poolin
7197,FoundryUSA
7198,ViaBTC
7199,F2Pool
7200,insilicon A11 pro
7201,mining hardware
7202,M50
7203,M30
7204,S9
7205,SSD
7207,PSU
7208,Avalon 1246
7209,hash board
7210,miner
7211,S9 Heater version
7212,asic
7213,S9
7214,old ASIC
7215,old miners
7216,Antminer S9
7217,Orange Pi
7218,Bitfury b8
7220,S9
7221,private key
7222,wallet
7225,miner
7226,Canaan Avalon 1166pro
7227,upgrading tool
7228,Avalon 116 pro75
7229,bitmain asics
7230,2pac
7231,Avalon 116pro
7232,ETH miners
7233,ASIC miners
7235,Bitaxe ASIC bitcoin miner
7236,paper stock certificates
7237,Specialized computers
7238,control board
7239,Innosilicon t2th+
7240,s19 gear
7241,S9
7242,S7
7243,PC/laptop
7244,BeagleBone board
7246,miners
7247,ethernet switch
7248,T15
7249,S19 series
7250,AvalonMiner 1166Pro-81
7251,control board
7252,Innosilicon T1
7253,Raspberry Pi
7254,Win 10
7255,Powered USB
7256,Cgminer
7257,GekkoScience 2Pac
7258,Compac BM1384 Stickminer
7259,S3
7260,Antminer S3
7261,S19 J Pro
7262,L7
7263,GekkoScience R909
7264,Windows 10
7265,hashboard
7266,antminer s19
7268,universal black antminer test fixture
7269,antminer code editor
7270,s17Pro hashboard
7271,Braiins OS
7272,s17pro hashboard
7273,corsair AX1200s
7274,hashfast chip boards (VMC)
7275,Antminer R4
7276,storage unit
7277,R808s
7278,Newpacs
7279,GekkoScience stickminer
7280,Whatsminer 30s+
7281,pi sd card
7282,panels
7283,evap cooler
7284,pdu
7286,solar
7287,s9s
7288,mining box
7289,s19s
7290,breaker box
7291,control board
7292,s17pro
7294,BM1397
7295,R909
7296,genset
7297,ps audio power wave generator
7298,Antminer s19kpro
7300,Apollo BTC Standard
7301,Raspberry Pi 2
7302,Raspberry Pi Zero
7303,GekkoScience Terminus R606
7304,500 GB NVME
7305,S17 Pro 56T
7306,PSU
7307,microUSB
7309,amlogic s19 j pro card
7310,hashboard
7311,S19jPro
7313,miner
7314,Amlogic A113D Control Board
7315,USB TTL
7317,Bitmain Antminer S19 90Th
7318,antminer software dashboard
7319,gpu
7320,s19k pro
7321,R4
7322,C5 control board
7323,Xilinx control board
7324,AvalonMiner 1166Pro-72
7325,control board
7326,hashboard
7327,avalon machine
7328,PC
7329,Avalonminer 1166 pro
7330,ASIC miners
7332,s19
7333,s19j
7334,s19a
7335,s19xp
7336,s19 pro
7337,s19 pro j
7338,bitmain
7339,s19
7340,s19j
7341,s19a
7342,s19xp
7343,s19 pro
7344,s19 pro j
7345,antminer s19xp
